dep,date_de_passage,sursaud_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f,nbre_acte_tot_h,nbre_acte_tot_f
01,2020-02-24,0,0,357,0,0,0,202,155,0,0,,,,,,
01,2020-02-24,A,0,73,0,,,,,,,,,,,,
01,2020-02-24,B,0,155,0,,,,,,,,,,,,
01,2020-02-24,C,0,61,0,,,,,,,,,,,,
01,2020-02-24,D,0,28,0,,,,,,,,,,,,
01,2020-02-24,E,0,40,0,,,,,,,,,,,,
02,2020-02-24,0,0,458,0,0,0,246,212,0,0,0,382,0,0,174,208
02,2020-02-24,A,0,105,0,,,,,,,0,112,,,,
02,2020-02-24,B,0,163,0,,,,,,,0,154,,,,
02,2020-02-24,C,0,85,0,,,,,,,0,70,,,,
02,2020-02-24,D,0,45,0,,,,,,,0,15,,,,
02,2020-02-24,E,0,60,0,,,,,,,0,22,,,,
03,2020-02-24,0,0,223,0,0,0,108,115,0,0,,,,,,
03,2020-02-24,A,0,31,0,,,,,,,,,,,,
03,2020-02-24,B,0,86,0,,,,,,,,,,,,
03,2020-02-24,C,0,37,0,,,,,,,,,,,,
03,2020-02-24,D,0,25,0,,,,,,,,,,,,
03,2020-02-24,E,0,44,0,,,,,,,,,,,,
04,2020-02-24,0,0,196,0,0,0,102,94,0,0,,,,,,
04,2020-02-24,A,0,31,0,,,,,,,,,,,,
04,2020-02-24,B,0,66,0,,,,,,,,,,,,
04,2020-02-24,C,0,44,0,,,,,,,,,,,,
04,2020-02-24,D,0,19,0,,,,,,,,,,,,
04,2020-02-24,E,0,36,0,,,,,,,,,,,,
05,2020-02-24,0,0,231,0,0,0,129,102,0,0,,,,,,
05,2020-02-24,A,0,52,0,,,,,,,,,,,,
05,2020-02-24,B,0,89,0,,,,,,,,,,,,
05,2020-02-24,C,0,37,0,,,,,,,,,,,,
05,2020-02-24,D,0,27,0,,,,,,,,,,,,
05,2020-02-24,E,0,26,0,,,,,,,,,,,,
06,2020-02-24,0,0,1050,0,0,0,547,501,0,0,0,171,0,0,62,109
06,2020-02-24,A,0,261,0,,,,,,,0,33,,,,
06,2020-02-24,B,0,321,0,,,,,,,0,59,,,,
06,2020-02-24,C,0,196,0,,,,,,,0,32,,,,
06,2020-02-24,D,0,93,0,,,,,,,0,13,,,,
06,2020-02-24,E,0,179,0,,,,,,,0,34,,,,
07,2020-02-24,0,0,184,0,0,0,89,95,0,0,,,,,,
07,2020-02-24,A,0,15,0,,,,,,,,,,,,
07,2020-02-24,B,0,88,0,,,,,,,,,,,,
07,2020-02-24,C,0,38,0,,,,,,,,,,,,
07,2020-02-24,D,0,22,0,,,,,,,,,,,,
07,2020-02-24,E,0,21,0,,,,,,,,,,,,
08,2020-02-24,0,0,267,0,0,0,142,125,0,0,,,,,,
08,2020-02-24,A,0,57,0,,,,,,,,,,,,
08,2020-02-24,B,0,89,0,,,,,,,,,,,,
08,2020-02-24,C,0,55,0,,,,,,,,,,,,
08,2020-02-24,D,0,29,0,,,,,,,,,,,,
08,2020-02-24,E,0,37,0,,,,,,,,,,,,
09,2020-02-24,0,0,164,0,0,0,84,80,0,0,,,,,,
09,2020-02-24,A,0,31,0,,,,,,,,,,,,
09,2020-02-24,B,0,49,0,,,,,,,,,,,,
09,2020-02-24,C,0,30,0,,,,,,,,,,,,
09,2020-02-24,D,0,19,0,,,,,,,,,,,,
09,2020-02-24,E,0,35,0,,,,,,,,,,,,
10,2020-02-24,0,0,203,0,0,0,97,105,0,0,0,112,0,0,46,66
10,2020-02-24,A,0,41,0,,,,,,,0,25,,,,
10,2020-02-24,B,0,79,0,,,,,,,0,53,,,,
10,2020-02-24,C,0,36,0,,,,,,,0,22,,,,
10,2020-02-24,D,0,17,0,,,,,,,0,3,,,,
10,2020-02-24,E,0,30,0,,,,,,,0,9,,,,
11,2020-02-24,0,0,359,0,0,0,187,172,0,0,,,,,,
11,2020-02-24,A,0,57,0,,,,,,,,,,,,
11,2020-02-24,B,0,127,0,,,,,,,,,,,,
11,2020-02-24,C,0,81,0,,,,,,,,,,,,
11,2020-02-24,D,0,32,0,,,,,,,,,,,,
11,2020-02-24,E,0,62,0,,,,,,,,,,,,
12,2020-02-24,0,0,165,0,0,0,78,87,0,0,,,,,,
12,2020-02-24,A,0,25,0,,,,,,,,,,,,
12,2020-02-24,B,0,56,0,,,,,,,,,,,,
12,2020-02-24,C,0,33,0,,,,,,,,,,,,
12,2020-02-24,D,0,17,0,,,,,,,,,,,,
12,2020-02-24,E,0,34,0,,,,,,,,,,,,
13,2020-02-24,0,0,1622,0,0,0,860,762,0,0,0,222,0,0,83,138
13,2020-02-24,A,0,404,0,,,,,,,0,51,,,,
13,2020-02-24,B,0,539,0,,,,,,,0,88,,,,
13,2020-02-24,C,0,315,0,,,,,,,0,51,,,,
13,2020-02-24,D,0,132,0,,,,,,,0,9,,,,
13,2020-02-24,E,0,232,0,,,,,,,0,22,,,,
14,2020-02-24,0,0,482,0,0,0,246,236,0,0,0,367,0,0,146,221
14,2020-02-24,A,0,97,0,,,,,,,0,92,,,,
14,2020-02-24,B,0,162,0,,,,,,,0,199,,,,
14,2020-02-24,C,0,113,0,,,,,,,0,39,,,,
14,2020-02-24,D,0,40,0,,,,,,,0,10,,,,
14,2020-02-24,E,0,70,0,,,,,,,0,27,,,,
15,2020-02-24,0,0,96,0,0,0,49,47,0,0,,,,,,
15,2020-02-24,A,0,16,0,,,,,,,,,,,,
15,2020-02-24,B,0,27,0,,,,,,,,,,,,
15,2020-02-24,C,0,25,0,,,,,,,,,,,,
15,2020-02-24,D,0,11,0,,,,,,,,,,,,
15,2020-02-24,E,0,17,0,,,,,,,,,,,,
16,2020-02-24,0,0,295,0,0,0,172,123,0,0,,,,,,
16,2020-02-24,A,0,33,0,,,,,,,,,,,,
16,2020-02-24,B,0,107,0,,,,,,,,,,,,
16,2020-02-24,C,0,62,0,,,,,,,,,,,,
16,2020-02-24,D,0,31,0,,,,,,,,,,,,
16,2020-02-24,E,0,62,0,,,,,,,,,,,,
17,2020-02-24,0,0,548,0,0,0,277,271,0,0,0,66,0,0,34,32
17,2020-02-24,A,0,59,0,,,,,,,0,20,,,,
17,2020-02-24,B,0,167,0,,,,,,,0,27,,,,
17,2020-02-24,C,0,113,0,,,,,,,0,7,,,,
17,2020-02-24,D,0,89,0,,,,,,,0,4,,,,
17,2020-02-24,E,0,120,0,,,,,,,0,8,,,,
18,2020-02-24,0,0,122,0,0,0,66,56,0,0,0,267,0,0,114,153
18,2020-02-24,A,0,17,0,,,,,,,0,54,,,,
18,2020-02-24,B,0,29,0,,,,,,,0,141,,,,
18,2020-02-24,C,0,25,0,,,,,,,0,48,,,,
18,2020-02-24,D,0,18,0,,,,,,,0,11,,,,
18,2020-02-24,E,0,33,0,,,,,,,0,13,,,,
19,2020-02-24,0,0,219,0,0,0,130,89,0,0,,,,,,
19,2020-02-24,A,0,22,0,,,,,,,,,,,,
19,2020-02-24,B,0,69,0,,,,,,,,,,,,
19,2020-02-24,C,0,42,0,,,,,,,,,,,,
19,2020-02-24,D,0,36,0,,,,,,,,,,,,
19,2020-02-24,E,0,50,0,,,,,,,,,,,,
21,2020-02-24,0,0,377,0,0,0,198,179,0,0,0,158,0,0,74,84
21,2020-02-24,A,0,45,0,,,,,,,0,58,,,,
21,2020-02-24,B,0,134,0,,,,,,,0,64,,,,
21,2020-02-24,C,0,77,0,,,,,,,0,20,,,,
21,2020-02-24,D,0,50,0,,,,,,,0,6,,,,
21,2020-02-24,E,0,71,0,,,,,,,0,10,,,,
22,2020-02-24,0,0,295,0,0,0,170,125,0,0,,,,,,
22,2020-02-24,A,0,39,0,,,,,,,,,,,,
22,2020-02-24,B,0,93,0,,,,,,,,,,,,
22,2020-02-24,C,0,61,0,,,,,,,,,,,,
22,2020-02-24,D,0,32,0,,,,,,,,,,,,
22,2020-02-24,E,0,70,0,,,,,,,,,,,,
23,2020-02-24,0,0,69,0,0,0,45,24,0,0,,,,,,
23,2020-02-24,A,0,8,0,,,,,,,,,,,,
23,2020-02-24,B,0,20,0,,,,,,,,,,,,
23,2020-02-24,C,0,10,0,,,,,,,,,,,,
23,2020-02-24,D,0,7,0,,,,,,,,,,,,
23,2020-02-24,E,0,24,0,,,,,,,,,,,,
24,2020-02-24,0,0,266,0,0,0,151,115,0,0,,,,,,
24,2020-02-24,A,0,26,0,,,,,,,,,,,,
24,2020-02-24,B,0,88,0,,,,,,,,,,,,
24,2020-02-24,C,0,53,0,,,,,,,,,,,,
24,2020-02-24,D,0,31,0,,,,,,,,,,,,
24,2020-02-24,E,0,68,0,,,,,,,,,,,,
25,2020-02-24,0,0,290,0,0,0,159,131,0,0,0,141,0,0,70,71
25,2020-02-24,A,0,89,0,,,,,,,0,37,,,,
25,2020-02-24,B,0,80,0,,,,,,,0,56,,,,
25,2020-02-24,C,0,59,0,,,,,,,0,23,,,,
25,2020-02-24,D,0,17,0,,,,,,,0,9,,,,
25,2020-02-24,E,0,45,0,,,,,,,0,16,,,,
26,2020-02-24,0,0,419,0,0,0,218,201,0,0,,,,,,
26,2020-02-24,A,0,127,0,,,,,,,,,,,,
26,2020-02-24,B,0,140,0,,,,,,,,,,,,
26,2020-02-24,C,0,67,0,,,,,,,,,,,,
26,2020-02-24,D,0,34,0,,,,,,,,,,,,
26,2020-02-24,E,0,51,0,,,,,,,,,,,,
27,2020-02-24,0,0,168,0,0,0,78,90,0,0,,,,,,
27,2020-02-24,A,0,18,0,,,,,,,,,,,,
27,2020-02-24,B,0,85,0,,,,,,,,,,,,
27,2020-02-24,C,0,32,0,,,,,,,,,,,,
27,2020-02-24,D,0,16,0,,,,,,,,,,,,
27,2020-02-24,E,0,17,0,,,,,,,,,,,,
28,2020-02-24,0,0,415,0,0,0,217,198,0,0,,,,,,
28,2020-02-24,A,0,39,0,,,,,,,,,,,,
28,2020-02-24,B,0,161,0,,,,,,,,,,,,
28,2020-02-24,C,0,106,0,,,,,,,,,,,,
28,2020-02-24,D,0,36,0,,,,,,,,,,,,
28,2020-02-24,E,0,73,0,,,,,,,,,,,,
29,2020-02-24,0,0,689,0,0,0,358,331,0,0,0,212,0,0,90,122
29,2020-02-24,A,0,105,0,,,,,,,0,48,,,,
29,2020-02-24,B,0,217,0,,,,,,,0,97,,,,
29,2020-02-24,C,0,162,0,,,,,,,0,38,,,,
29,2020-02-24,D,0,75,0,,,,,,,0,11,,,,
29,2020-02-24,E,0,130,0,,,,,,,0,16,,,,
2A,2020-02-24,0,0,121,0,0,0,76,45,0,0,0,146,0,0,34,83
2A,2020-02-24,A,0,10,0,,,,,,,0,40,,,,
2A,2020-02-24,B,0,48,0,,,,,,,0,72,,,,
2A,2020-02-24,C,0,29,0,,,,,,,0,19,,,,
2A,2020-02-24,D,0,10,0,,,,,,,0,4,,,,
2A,2020-02-24,E,0,24,0,,,,,,,0,10,,,,
2B,2020-02-24,0,0,134,0,0,0,78,56,0,0,,,,,,
2B,2020-02-24,A,0,17,0,,,,,,,,,,,,
2B,2020-02-24,B,0,43,0,,,,,,,,,,,,
2B,2020-02-24,C,0,33,0,,,,,,,,,,,,
2B,2020-02-24,D,0,17,0,,,,,,,,,,,,
2B,2020-02-24,E,0,24,0,,,,,,,,,,,,
30,2020-02-24,0,0,628,0,0,0,329,299,0,0,0,95,0,0,43,52
30,2020-02-24,A,0,144,0,,,,,,,0,24,,,,
30,2020-02-24,B,0,223,0,,,,,,,0,41,,,,
30,2020-02-24,C,0,115,0,,,,,,,0,17,,,,
30,2020-02-24,D,0,62,0,,,,,,,0,6,,,,
30,2020-02-24,E,0,84,0,,,,,,,0,7,,,,
31,2020-02-24,0,1,987,0,0,1,523,464,0,0,0,130,0,0,50,80
31,2020-02-24,A,0,201,0,,,,,,,0,23,,,,
31,2020-02-24,B,1,405,0,,,,,,,0,71,,,,
31,2020-02-24,C,0,186,0,,,,,,,0,26,,,,
31,2020-02-24,D,0,73,0,,,,,,,0,4,,,,
31,2020-02-24,E,0,122,0,,,,,,,0,6,,,,
32,2020-02-24,0,0,87,0,0,0,40,47,0,0,,,,,,
32,2020-02-24,A,0,10,0,,,,,,,,,,,,
32,2020-02-24,B,0,24,0,,,,,,,,,,,,
32,2020-02-24,C,0,15,0,,,,,,,,,,,,
32,2020-02-24,D,0,11,0,,,,,,,,,,,,
32,2020-02-24,E,0,27,0,,,,,,,,,,,,
33,2020-02-24,0,0,945,0,0,0,487,458,0,0,0,1025,0,0,429,596
33,2020-02-24,A,0,185,0,,,,,,,0,333,,,,
33,2020-02-24,B,0,343,0,,,,,,,0,410,,,,
33,2020-02-24,C,0,177,0,,,,,,,0,152,,,,
33,2020-02-24,D,0,82,0,,,,,,,0,41,,,,
33,2020-02-24,E,0,158,0,,,,,,,0,89,,,,
34,2020-02-24,0,0,951,0,0,0,499,452,0,0,0,140,0,0,50,87
34,2020-02-24,A,0,226,0,,,,,,,0,48,,,,
34,2020-02-24,B,0,344,0,,,,,,,0,59,,,,
34,2020-02-24,C,0,173,0,,,,,,,0,17,,,,
34,2020-02-24,D,0,76,0,,,,,,,0,6,,,,
34,2020-02-24,E,0,132,0,,,,,,,0,10,,,,
35,2020-02-24,0,0,708,0,0,0,363,345,0,0,0,177,0,0,79,98
35,2020-02-24,A,0,143,0,,,,,,,0,28,,,,
35,2020-02-24,B,0,257,0,,,,,,,0,72,,,,
35,2020-02-24,C,0,146,0,,,,,,,0,27,,,,
35,2020-02-24,D,0,66,0,,,,,,,0,10,,,,
35,2020-02-24,E,0,96,0,,,,,,,0,40,,,,
36,2020-02-24,0,0,152,0,0,0,79,73,0,0,,,,,,
36,2020-02-24,A,0,31,0,,,,,,,,,,,,
36,2020-02-24,B,0,43,0,,,,,,,,,,,,
36,2020-02-24,C,0,35,0,,,,,,,,,,,,
36,2020-02-24,D,0,13,0,,,,,,,,,,,,
36,2020-02-24,E,0,30,0,,,,,,,,,,,,
37,2020-02-24,0,0,376,0,0,0,193,183,0,0,0,188,0,0,88,100
37,2020-02-24,A,0,78,0,,,,,,,0,39,,,,
37,2020-02-24,B,0,126,0,,,,,,,0,96,,,,
37,2020-02-24,C,0,71,0,,,,,,,0,37,,,,
37,2020-02-24,D,0,39,0,,,,,,,0,6,,,,
37,2020-02-24,E,0,62,0,,,,,,,0,10,,,,
38,2020-02-24,0,0,1090,0,0,0,580,510,0,0,0,238,0,0,97,141
38,2020-02-24,A,0,283,0,,,,,,,0,61,,,,
38,2020-02-24,B,0,378,0,,,,,,,0,91,,,,
38,2020-02-24,C,0,194,0,,,,,,,0,47,,,,
38,2020-02-24,D,0,89,0,,,,,,,0,14,,,,
38,2020-02-24,E,0,146,0,,,,,,,0,25,,,,
39,2020-02-24,0,0,277,0,0,0,142,135,0,0,,,,,,
39,2020-02-24,A,0,48,0,,,,,,,,,,,,
39,2020-02-24,B,0,83,0,,,,,,,,,,,,
39,2020-02-24,C,0,65,0,,,,,,,,,,,,
39,2020-02-24,D,0,30,0,,,,,,,,,,,,
39,2020-02-24,E,0,51,0,,,,,,,,,,,,
40,2020-02-24,0,0,219,0,0,0,113,106,0,0,,,,,,
40,2020-02-24,A,0,45,0,,,,,,,,,,,,
40,2020-02-24,B,0,70,0,,,,,,,,,,,,
40,2020-02-24,C,0,41,0,,,,,,,,,,,,
40,2020-02-24,D,0,14,0,,,,,,,,,,,,
40,2020-02-24,E,0,49,0,,,,,,,,,,,,
41,2020-02-24,0,0,245,0,0,0,117,128,0,0,,,,,,
41,2020-02-24,A,0,39,0,,,,,,,,,,,,
41,2020-02-24,B,0,96,0,,,,,,,,,,,,
41,2020-02-24,C,0,42,0,,,,,,,,,,,,
41,2020-02-24,D,0,24,0,,,,,,,,,,,,
41,2020-02-24,E,0,44,0,,,,,,,,,,,,
42,2020-02-24,0,0,947,0,0,0,506,441,0,0,0,163,0,0,81,73
42,2020-02-24,A,0,205,0,,,,,,,0,46,,,,
42,2020-02-24,B,0,341,0,,,,,,,0,55,,,,
42,2020-02-24,C,0,177,0,,,,,,,0,20,,,,
42,2020-02-24,D,0,88,0,,,,,,,0,15,,,,
42,2020-02-24,E,0,136,0,,,,,,,0,27,,,,
43,2020-02-24,0,0,25,0,0,0,15,10,0,0,,,,,,
43,2020-02-24,A,0,1,0,,,,,,,,,,,,
43,2020-02-24,B,0,9,0,,,,,,,,,,,,
43,2020-02-24,C,0,8,0,,,,,,,,,,,,
43,2020-02-24,D,0,5,0,,,,,,,,,,,,
43,2020-02-24,E,0,2,0,,,,,,,,,,,,
44,2020-02-24,0,0,600,0,0,0,322,278,0,0,0,599,0,0,261,330
44,2020-02-24,A,0,141,0,,,,,,,0,131,,,,
44,2020-02-24,B,0,217,0,,,,,,,0,256,,,,
44,2020-02-24,C,0,115,0,,,,,,,0,109,,,,
44,2020-02-24,D,0,51,0,,,,,,,0,31,,,,
44,2020-02-24,E,0,76,0,,,,,,,0,72,,,,
45,2020-02-24,0,0,424,0,0,0,222,202,0,0,0,62,0,0,37,25
45,2020-02-24,A,0,90,0,,,,,,,0,6,,,,
45,2020-02-24,B,0,155,0,,,,,,,0,29,,,,
45,2020-02-24,C,0,76,0,,,,,,,0,16,,,,
45,2020-02-24,D,0,33,0,,,,,,,0,1,,,,
45,2020-02-24,E,0,70,0,,,,,,,0,10,,,,
46,2020-02-24,0,0,122,0,0,0,67,55,0,0,,,,,,
46,2020-02-24,A,0,19,0,,,,,,,,,,,,
46,2020-02-24,B,0,37,0,,,,,,,,,,,,
46,2020-02-24,C,0,23,0,,,,,,,,,,,,
46,2020-02-24,D,0,20,0,,,,,,,,,,,,
46,2020-02-24,E,0,23,0,,,,,,,,,,,,
47,2020-02-24,0,0,263,0,0,0,147,116,0,0,,,,,,
47,2020-02-24,A,0,34,0,,,,,,,,,,,,
47,2020-02-24,B,0,102,0,,,,,,,,,,,,
47,2020-02-24,C,0,60,0,,,,,,,,,,,,
47,2020-02-24,D,0,25,0,,,,,,,,,,,,
47,2020-02-24,E,0,42,0,,,,,,,,,,,,
48,2020-02-24,0,0,49,0,0,0,25,24,0,0,,,,,,
48,2020-02-24,A,0,9,0,,,,,,,,,,,,
48,2020-02-24,B,0,16,0,,,,,,,,,,,,
48,2020-02-24,C,0,13,0,,,,,,,,,,,,
48,2020-02-24,D,0,5,0,,,,,,,,,,,,
48,2020-02-24,E,0,6,0,,,,,,,,,,,,
49,2020-02-24,0,0,406,0,0,0,193,213,0,0,,,,,,
49,2020-02-24,A,0,97,0,,,,,,,,,,,,
49,2020-02-24,B,0,144,0,,,,,,,,,,,,
49,2020-02-24,C,0,73,0,,,,,,,,,,,,
49,2020-02-24,D,0,33,0,,,,,,,,,,,,
49,2020-02-24,E,0,59,0,,,,,,,,,,,,
50,2020-02-24,0,0,441,0,0,0,234,207,0,0,0,196,0,0,90,106
50,2020-02-24,A,0,75,0,,,,,,,0,39,,,,
50,2020-02-24,B,0,163,0,,,,,,,0,81,,,,
50,2020-02-24,C,0,97,0,,,,,,,0,44,,,,
50,2020-02-24,D,0,38,0,,,,,,,0,13,,,,
50,2020-02-24,E,0,68,0,,,,,,,0,19,,,,
51,2020-02-24,0,0,347,0,0,0,185,162,0,0,0,50,0,0,22,28
51,2020-02-24,A,0,83,0,,,,,,,0,20,,,,
51,2020-02-24,B,0,133,0,,,,,,,0,20,,,,
51,2020-02-24,C,0,62,0,,,,,,,0,4,,,,
51,2020-02-24,D,0,28,0,,,,,,,0,4,,,,
51,2020-02-24,E,0,41,0,,,,,,,0,2,,,,
52,2020-02-24,0,0,131,0,0,0,72,59,0,0,,,,,,
52,2020-02-24,A,0,21,0,,,,,,,,,,,,
52,2020-02-24,B,0,47,0,,,,,,,,,,,,
52,2020-02-24,C,0,28,0,,,,,,,,,,,,
52,2020-02-24,D,0,13,0,,,,,,,,,,,,
52,2020-02-24,E,0,22,0,,,,,,,,,,,,
53,2020-02-24,0,0,86,0,0,0,42,44,0,0,,,,,,
53,2020-02-24,A,0,3,0,,,,,,,,,,,,
53,2020-02-24,B,0,38,0,,,,,,,,,,,,
53,2020-02-24,C,0,28,0,,,,,,,,,,,,
53,2020-02-24,D,0,5,0,,,,,,,,,,,,
53,2020-02-24,E,0,12,0,,,,,,,,,,,,
54,2020-02-24,0,0,419,0,0,0,227,192,0,0,0,155,0,0,56,99
54,2020-02-24,A,0,83,0,,,,,,,0,43,,,,
54,2020-02-24,B,0,133,0,,,,,,,0,49,,,,
54,2020-02-24,C,0,103,0,,,,,,,0,37,,,,
54,2020-02-24,D,0,38,0,,,,,,,0,13,,,,
54,2020-02-24,E,0,62,0,,,,,,,0,13,,,,
55,2020-02-24,0,0,107,0,0,0,47,60,0,0,,,,,,
55,2020-02-24,A,0,12,0,,,,,,,,,,,,
55,2020-02-24,B,0,43,0,,,,,,,,,,,,
55,2020-02-24,C,0,25,0,,,,,,,,,,,,
55,2020-02-24,D,0,10,0,,,,,,,,,,,,
55,2020-02-24,E,0,17,0,,,,,,,,,,,,
56,2020-02-24,0,0,395,0,0,0,204,191,0,0,0,99,0,0,44,55
56,2020-02-24,A,0,69,0,,,,,,,0,26,,,,
56,2020-02-24,B,0,132,0,,,,,,,0,38,,,,
56,2020-02-24,C,0,83,0,,,,,,,0,17,,,,
56,2020-02-24,D,0,40,0,,,,,,,0,8,,,,
56,2020-02-24,E,0,71,0,,,,,,,0,10,,,,
57,2020-02-24,0,0,775,0,0,0,402,373,0,0,,,,,,
57,2020-02-24,A,0,199,0,,,,,,,,,,,,
57,2020-02-24,B,0,273,0,,,,,,,,,,,,
57,2020-02-24,C,0,137,0,,,,,,,,,,,,
57,2020-02-24,D,0,71,0,,,,,,,,,,,,
57,2020-02-24,E,0,95,0,,,,,,,,,,,,
58,2020-02-24,0,0,229,0,0,0,139,90,0,0,,,,,,
58,2020-02-24,A,0,46,0,,,,,,,,,,,,
58,2020-02-24,B,0,81,0,,,,,,,,,,,,
58,2020-02-24,C,0,35,0,,,,,,,,,,,,
58,2020-02-24,D,0,20,0,,,,,,,,,,,,
58,2020-02-24,E,0,47,0,,,,,,,,,,,,
59,2020-02-24,0,0,2188,0,0,0,1139,1049,0,0,0,794,0,0,340,454
59,2020-02-24,A,0,556,0,,,,,,,0,249,,,,
59,2020-02-24,B,0,807,0,,,,,,,0,419,,,,
59,2020-02-24,C,0,384,0,,,,,,,0,84,,,,
59,2020-02-24,D,0,164,0,,,,,,,0,23,,,,
59,2020-02-24,E,0,277,0,,,,,,,0,17,,,,
60,2020-02-24,0,0,275,0,0,0,137,138,0,0,,,,,,
60,2020-02-24,A,0,18,0,,,,,,,,,,,,
60,2020-02-24,B,0,136,0,,,,,,,,,,,,
60,2020-02-24,C,0,62,0,,,,,,,,,,,,
60,2020-02-24,D,0,16,0,,,,,,,,,,,,
60,2020-02-24,E,0,43,0,,,,,,,,,,,,
61,2020-02-24,0,0,168,0,0,0,88,80,0,0,,,,,,
61,2020-02-24,A,0,13,0,,,,,,,,,,,,
61,2020-02-24,B,0,76,0,,,,,,,,,,,,
61,2020-02-24,C,0,43,0,,,,,,,,,,,,
61,2020-02-24,D,0,11,0,,,,,,,,,,,,
61,2020-02-24,E,0,25,0,,,,,,,,,,,,
62,2020-02-24,0,0,512,0,0,0,258,253,0,0,,,,,,
62,2020-02-24,A,0,87,0,,,,,,,,,,,,
62,2020-02-24,B,0,174,0,,,,,,,,,,,,
62,2020-02-24,C,0,122,0,,,,,,,,,,,,
62,2020-02-24,D,0,54,0,,,,,,,,,,,,
62,2020-02-24,E,0,75,0,,,,,,,,,,,,
63,2020-02-24,0,0,190,0,0,0,103,87,0,0,0,140,0,0,58,82
63,2020-02-24,A,0,79,0,,,,,,,0,39,,,,
63,2020-02-24,B,0,51,0,,,,,,,0,65,,,,
63,2020-02-24,C,0,26,0,,,,,,,0,18,,,,
63,2020-02-24,D,0,14,0,,,,,,,0,6,,,,
63,2020-02-24,E,0,20,0,,,,,,,0,12,,,,
64,2020-02-24,0,0,540,0,0,0,298,242,0,0,0,382,0,0,155,227
64,2020-02-24,A,0,121,0,,,,,,,0,104,,,,
64,2020-02-24,B,0,171,0,,,,,,,0,160,,,,
64,2020-02-24,C,0,95,0,,,,,,,0,65,,,,
64,2020-02-24,D,0,54,0,,,,,,,0,15,,,,
64,2020-02-24,E,0,99,0,,,,,,,0,37,,,,
65,2020-02-24,0,0,174,0,0,0,101,73,0,0,,,,,,
65,2020-02-24,A,0,30,0,,,,,,,,,,,,
65,2020-02-24,B,0,62,0,,,,,,,,,,,,
65,2020-02-24,C,0,39,0,,,,,,,,,,,,
65,2020-02-24,D,0,26,0,,,,,,,,,,,,
65,2020-02-24,E,0,17,0,,,,,,,,,,,,
66,2020-02-24,0,0,435,0,0,0,220,215,0,0,0,110,0,0,51,59
66,2020-02-24,A,0,78,0,,,,,,,0,39,,,,
66,2020-02-24,B,0,143,0,,,,,,,0,37,,,,
66,2020-02-24,C,0,95,0,,,,,,,0,17,,,,
66,2020-02-24,D,0,42,0,,,,,,,0,8,,,,
66,2020-02-24,E,0,77,0,,,,,,,0,9,,,,
67,2020-02-24,0,0,547,0,0,0,277,270,0,0,0,289,0,0,150,139
67,2020-02-24,A,0,115,0,,,,,,,0,76,,,,
67,2020-02-24,B,0,186,0,,,,,,,0,126,,,,
67,2020-02-24,C,0,99,0,,,,,,,0,40,,,,
67,2020-02-24,D,0,52,0,,,,,,,0,12,,,,
67,2020-02-24,E,0,95,0,,,,,,,0,31,,,,
68,2020-02-24,0,0,493,0,0,0,261,232,0,0,0,134,0,0,55,76
68,2020-02-24,A,0,115,0,,,,,,,0,42,,,,
68,2020-02-24,B,0,151,0,,,,,,,0,56,,,,
68,2020-02-24,C,0,107,0,,,,,,,0,25,,,,
68,2020-02-24,D,0,39,0,,,,,,,0,2,,,,
68,2020-02-24,E,0,81,0,,,,,,,0,9,,,,
69,2020-02-24,0,0,1559,0,0,0,822,737,0,0,0,385,0,0,170,215
69,2020-02-24,A,0,383,0,,,,,,,0,125,,,,
69,2020-02-24,B,0,600,0,,,,,,,0,161,,,,
69,2020-02-24,C,0,286,0,,,,,,,0,35,,,,
69,2020-02-24,D,0,100,0,,,,,,,0,15,,,,
69,2020-02-24,E,0,190,0,,,,,,,0,44,,,,
70,2020-02-24,0,0,158,0,0,0,80,78,0,0,,,,,,
70,2020-02-24,A,0,26,0,,,,,,,,,,,,
70,2020-02-24,B,0,49,0,,,,,,,,,,,,
70,2020-02-24,C,0,37,0,,,,,,,,,,,,
70,2020-02-24,D,0,18,0,,,,,,,,,,,,
70,2020-02-24,E,0,28,0,,,,,,,,,,,,
71,2020-02-24,0,0,515,0,0,0,282,233,0,0,,,,,,
71,2020-02-24,A,0,107,0,,,,,,,,,,,,
71,2020-02-24,B,0,175,0,,,,,,,,,,,,
71,2020-02-24,C,0,94,0,,,,,,,,,,,,
71,2020-02-24,D,0,57,0,,,,,,,,,,,,
71,2020-02-24,E,0,82,0,,,,,,,,,,,,
72,2020-02-24,0,0,349,0,0,0,181,168,0,0,,,,,,
72,2020-02-24,A,0,86,0,,,,,,,,,,,,
72,2020-02-24,B,0,101,0,,,,,,,,,,,,
72,2020-02-24,C,0,60,0,,,,,,,,,,,,
72,2020-02-24,D,0,34,0,,,,,,,,,,,,
72,2020-02-24,E,0,68,0,,,,,,,,,,,,
73,2020-02-24,0,0,426,0,0,0,206,220,0,0,0,165,0,0,75,90
73,2020-02-24,A,0,84,0,,,,,,,0,80,,,,
73,2020-02-24,B,0,174,0,,,,,,,0,56,,,,
